response,context,context/0
"I grew up in Texas. Football is ubiquitous in Texas. Pro football, college football, high school football, peewee football, in fact, every form of football except the original, European football, which most Texans believe to be a Commie plot.","Sheldon, how do you know this stuff?","I mean, Quidditch, sure. But football?"
"If youre interested, I also know all about frying meat that isnt chicken as if it were chicken.",Unbelievable.,"I grew up in Texas. Football is ubiquitous in Texas. Pro football, college football, high school football, peewee football, in fact, every form of football except the original, European football, which most Texans believe to be a Commie plot."
Football or chicken-fried meats?,So you could teach me?,"If youre interested, I also know all about frying meat that isnt chicken as if it were chicken."
"If you want to blend in with Pennys friends, Id think looking like an idiot would be the perfect camouflage.",Football. Im going to Pennys on Saturday to watch a game with her friends and I dont want to look like an idiot. I want to blend in.,Football or chicken-fried meats?
"Thats exactly what my father said. Come to the games, watch the games, week in and week out from the time I was five until I went off to college. Longest seven years of my life.","Come on, Sheldon, please teach me about football. Itll be fun.","If you want to blend in with Pennys friends, Id think looking like an idiot would be the perfect camouflage."
Are you making this a tier one friendship request?,"Please, Im asking you as a friend.","Thats exactly what my father said. Come to the games, watch the games, week in and week out from the time I was five until I went off to college. Longest seven years of my life."
Fine.,Yes.,Are you making this a tier one friendship request?
"Yeah, yeah. All right, Poindexter, sit down, shut up and listen.",I really appreciate this.,Fine.
"Thats how my father always began our football conversations. And if youd like, after the game, Ill take you outside and teach you how to shoot close enough to a racoon that it craps itself.",Im sorry?,"Yeah, yeah. All right, Poindexter, sit down, shut up and listen."
When I have enough to destroy all the human toast on the battlestar known as Galactica. Is that what youre wearing to watch football at Pennys?,When are you going to stop making Cylon toast?,"Thats how my father always began our football conversations. And if youd like, after the game, Ill take you outside and teach you how to shoot close enough to a racoon that it craps itself."
"Nothing. That, however, appears to be a football cocktail dress.",Whats wrong with a football jersey?,When I have enough to destroy all the human toast on the battlestar known as Galactica. Is that what youre wearing to watch football at Pennys?
"Oh, yes. Canine football fans are a common sight in Texas. Cats, however, refuse to wear sporting apparel. My sister found that out the hard way.","Is the smallest size they had, except the one for dogs. I cant believe they had one for dogs.","Nothing. That, however, appears to be a football cocktail dress."
"Leonard, wait. Am I correct in assuming that your attempt to be accepted by Pennys peers is based on your desire to ensure your continuing mating privileges with her?","Anyway, wish me luck.","Oh, yes. Canine football fans are a common sight in Texas. Cats, however, refuse to wear sporting apparel. My sister found that out the hard way."
How would you put it?,"Well, I wouldnt put it exactly that way.","Leonard, wait. Am I correct in assuming that your attempt to be accepted by Pennys peers is based on your desire to ensure your continuing mating privileges with her?"
"Huh. Seems like an awful lot of trouble to go through for intercourse. Dont you have access to women who will do it for money? By the way, another accepted usage for the term ho.","Yeah, okay, like you said.",How would you put it?
Hold on I believe that social convention dictate you not arrive empty-Handed. Would you like to bring some Cylon toast?,"Good-Bye, Sheldon.","Huh. Seems like an awful lot of trouble to go through for intercourse. Dont you have access to women who will do it for money? By the way, another accepted usage for the term ho."
Whats funny about Cylon toast?,"Yeah, no, Im trying to fit in, not get laughed at.",Hold on I believe that social convention dictate you not arrive empty-Handed. Would you like to bring some Cylon toast?
Penny.,I know. I just need you stop talking.,"Penny, you know Im lactose intolerant."
"Thank you. Id like to make a sandwich, but Im out of bread.","Sheldon, come in.",Penny.
"You shouldnt keep your bread in the refrigerator. Staleness is caused by crystallization of the starch molecules, which occurs faster at cool temperatures.",Theres some in the fridge.,"Thank you. Id like to make a sandwich, but Im out of bread."
"So Leonard, how goes the mimesis?","On Earth, we say thank you.","You shouldnt keep your bread in the refrigerator. Staleness is caused by crystallization of the starch molecules, which occurs faster at cool temperatures."
You know. Mimesis. An action in which the mimic takes on the properties of a specific object or organism. Mimesis.,Mimesis?,"So Leonard, how goes the mimesis?"
"Im attempting to communicate with you without my meaning becoming apparent to those around you. Let me try again. Have the indigenous fauna accepted you as one of their own? Nudge, nudge, wink, wink.",What the hell are you talking about?,You know. Mimesis. An action in which the mimic takes on the properties of a specific object or organism. Mimesis.
"Good. Oh, FYI. After I eat my sandwich, Im taking Koothrappalis Patang kite out for a test run. Would you like to get your delta-wing raptor and join me?","Oh, I guess so.","Im attempting to communicate with you without my meaning becoming apparent to those around you. Let me try again. Have the indigenous fauna accepted you as one of their own? Nudge, nudge, wink, wink."
I can see that. I was providing you with an alternative. A courtesy I was never offered in similar circumstances.,"I dont want to fly kites, Sheldon. Were watching football here.","Good. Oh, FYI. After I eat my sandwich, Im taking Koothrappalis Patang kite out for a test run. Would you like to get your delta-wing raptor and join me?"
"Oh, Research Lab is more than a game. Its like the slogan says, the physics is theoretical, but the fun is real.","Wow, Sheldon, I cannot believe you made up your own game.",Bye.
Oh! Great roll! Now you can demolish your Soviet-style cyclotron and build the large Hadron Collider.,"All right, five. One, two, three, four, five. Oh, wow, look at that, my Department of Defence research grant is renewed.",We must not be playing it right.
"Youre a natural at this, Penny. And as the first beta testers, you twoll have quite the edge when we play with Wolowitz and Koothrappali on Sunday.",Yay.,Oh! Great roll! Now you can demolish your Soviet-style cyclotron and build the large Hadron Collider.
Why not?,"Oh, gee, Sheldon, I dont think we can play on Sunday.","Youre a natural at this, Penny. And as the first beta testers, you twoll have quite the edge when we play with Wolowitz and Koothrappali on Sunday."
"Pay attention, Leonard. Thats why she cant play on Sunday.","My friend, Justin.",Wait. What are you talking about?
"Your turn, Leonard.",Who is this Justin?,"Pay attention, Leonard. Thats why she cant play on Sunday."
"Roll the dice, Leonard.","No, you didnt.",I told you about him.
"Come on, Leonard, if you roll a six, Penny dies horribly in a nuclear meltdown. See what I mean when I say the fun is real?","Yeah, my friend from Omaha, plays the guitar. Anyway, hes coming to L.A. looking for some session work, so I told him he could just crash on my couch for a few weeks.","Roll the dice, Leonard."
