response,context/0,context/1,context/2,context/3,context/4
He's gonna blow.,Rudolph's nose!,Watch out! His belly is shaking like a bowl full of nitro-glycerine!,Ho ho ho! Time to get jolly on your naughty asses!,"Yeah? Well I don't believe in Santa Claus. Come on, everybody, if you don't believe in him he can't hurt you. Ow! God! The pain!","As for the rest of you, I'm going to tear off your skin like wrapping paper and deck the halls with your guts."
"Uh, Bender? Where did you get that bird?","Xmas dinner, everyone.","Yes, good thing I got us out of that one!",Aha!,He's gonna blow.,Rudolph's nose!
"Look, the food isn't what's important.",You got the toenail! Oh!,"Thank you, sir.","I found it lying in the street, like all the food I cook. Dig in, everyone.","Uh, Bender? Where did you get that bird?","Xmas dinner, everyone."
"The important thing is we're all together for Xmas. And even though I'm surrounded by robots and monsters and old people, I've never felt more at home.",I'm so hungry.,"Look, the food isn't what's important.",You got the toenail! Oh!,"Thank you, sir.","I found it lying in the street, like all the food I cook. Dig in, everyone."
Santa Claus is gunning you down!,"You're better off dead, I'm telling you, dude.","You'd better not breathe, You'd better not move.",Oh.,He'll hunt you down and blast your ass from here to Pakistan.,He knows when you're on the can.
Mmm. Mmm! Now this is what I call a thousand years of progress: A Bavarian creamdog that's also self-microwaving!,Robo-Rooter!,... And we can also help with an impacted bowel.,Call Robo-Rooter when you flush your towel ...,"By Eric Kaplan Transcribed by Dave, The Neutral Planet",I'll be back. Back when you least expect it: Next Xmas! Ho ho ho!
Sack?,"Look at you guys. No offence, Fry, but you've become a fat sack of crap.","Aw, jeez. Let's just pray I have the energy to get myself another beer. Oh, what is this? The Middle Ages?",Mmm. Mmm! Now this is what I call a thousand years of progress: A Bavarian creamdog that's also self-microwaving!,Robo-Rooter!,... And we can also help with an impacted bowel.
Co-ed steam rooms! I love the future!,"Yo, yo, yo! Whassup whassup! Give up the rock!","What up, Dr. Z?",We crustaceans don't like steam. I'm going to go work out with the Nautilus!,"Hey, who's up for a nice hot steam?","The gymnasium? Excellent, excellent. For some reason I'm frisky as a squid on Tuesday."
"Ah, futuristic!","Uh, Fry, you're in the womens' steam room.",Co-ed steam rooms! I love the future!,"Yo, yo, yo! Whassup whassup! Give up the rock!","What up, Dr. Z?",We crustaceans don't like steam. I'm going to go work out with the Nautilus!
"Hey, Leela, look who's the super-stud!",You wish!,"Hey, handsome. Is there room in there for two?",Those poor 20th century women.,"Psst, look what life was like before genetic engineering.","Ah, futuristic!"
"Hey, Dr. Zoidberg, what's that jazz on your head?",Give me that. More weight!,"Hmm, somebody must have turned down the gravity. I'll fix it for you.","Hey, Leela, look who's the super-stud!",You wish!,"Hey, handsome. Is there room in there for two?"
Maybe he has a parasite.,"Fool me seven times, shame on you. Fool me eight or more times, shame on me.","I am normal. Amy, take of these rubber bands and I'll show you how normal I am!",I wonder why Dr. Zoidberg is acting this way. Out of all of us he always seemed the most normal.,I'm a doctor!,"Nice and gentle, we don't want any unnecessary stress. Is there a doctor in the gym?"
"No, Amy!",Stop!,I'll do it.,"Ah, much better. You can take off these rubber bands now.","Now, now, this won't do. Let me just give old Zoidy a sedative.",It's always so sad when a friend goes crazy and you have to have a big clam-bake and cook him! Yee-haw!
Eck!,It must be mating season for Zoidberg's people. A chaotic time when his behaviour is dictated by the tiny brain in his rump.,Bleck!,"Relax, my chiton-y chum. There's no problem. You're just heavy with male jelly.","Give it to me straight, Professor. Is it fin rot? It's fin rot, isn't it? Tell me it's not fin rot!",Mm-hm... Oh-ho! Aha! There's the problem.
"Oh, baby, I'm there!","...We, by which I mean you, will have to rush him to his ancient homeworld which will shortly erupt in an orgy of invertebrate sex.",I'll get the water boiling!,There's only one thing we can do...,Eck!,It must be mating season for Zoidberg's people. A chaotic time when his behaviour is dictated by the tiny brain in his rump.
"Nope, but that's not the word I'm interested in. Uh, no need to pack pants, people. Let's roll!","Fry, do you even understand the word invertebrate?","Oh, baby, I'm there!","...We, by which I mean you, will have to rush him to his ancient homeworld which will shortly erupt in an orgy of invertebrate sex.",I'll get the water boiling!,There's only one thing we can do...
Is that how you say Zoidberg?,See you there Doctor--,"Excellent, excellent!","Welcome home, old friend. Just 19 hours until the mating frenzy!",Moron!,Dr. Zoidberg said I should hold these while he's gone.
Who's the lucky lobsterina?,"I'm feeling less nuts, thank you, because tomorrow I will be depositing my jelly in the cloacal vents of a female. If you catch my drift.","You're looking less nuts, crabby.",You didn't have to call attention to his speech impediment.,Is that how you say Zoidberg?,See you there Doctor--
"You and me both, brother!",Love? That word is unknown here. I'm simply looking for a female swollen with eggs to accept my genetic material.,It's amazing that your people can fall in love so fast.,I don't know yet. But I shall attract one this afternoon with an erotic display.,Who's the lucky lobsterina?,"I'm feeling less nuts, thank you, because tomorrow I will be depositing my jelly in the cloacal vents of a female. If you catch my drift."
I didn't come here to see any activity involving two guys. Where do you people do your erotic display?,"No, it's the ceremony of Claw-Plach, where my species fight to the death over matters of honour. Also whether abbreviations count in Scrabble. They don't!","Look! Outdoor theatre! Let's get tickets. Oh, let's do!","I used to hang out here as a larva. It looked so much bigger back then. Who's the tough guy now, Vinnie?","Ah, my old scuttling grounds! Let's pull over.","You and me both, brother!"
"Hey, I wonder if these guys are here to watch the erotic display too.",Then the illusion is complete.,Like whale barf.,How do I look?,Same place as your species: The beach.,I didn't come here to see any activity involving two guys. Where do you people do your erotic display?
Look how ridiculous they look.,Perfect! This oughta make me stand out. Craw!,"Aw, yeah! Aw, wow!","Hey, I wonder if these guys are here to watch the erotic display too.",Then the illusion is complete.,Like whale barf.
Hey! I can get any girl I want anytime I want. I'm just too busy.,"'Cause he's a loser, that's why. He's the lobster equivalent of Fry.",Why is Zoidberg the only one still alone?,"Cra-- Oh, what's the point?",Hmph. I've heard that line before!,Craw!
"Listen, Doc, if you wanna score you gotta fake like you're in love. Just look her in the eye, start crying and say I've never been so happy.","You're right, my stink gland is weak. Smell!",At least you didn't smell as bad as them.,"No one will ever want to mate with me, not with a puny claw like this. Did you see those other guys? They looked like giant claws with bodies attached.","I'm sorry, Zoidberg. You're just an inferior male specimen. Nice seeing you again.",Or maybe a doctor?
"OK, you're on a date. What's the first thing you do?","Hmm, this love intrigues me. Teach me to fake it.",If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!,"Listen, Doc, if you wanna score you gotta fake like you're in love. Just look her in the eye, start crying and say I've never been so happy.","You're right, my stink gland is weak. Smell!",At least you didn't smell as bad as them.
No. Tell her she's special.,Ask her to mate with me.,"OK, you're on a date. What's the first thing you do?","Hmm, this love intrigues me. Teach me to fake it.",If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!,"Listen, Doc, if you wanna score you gotta fake like you're in love. Just look her in the eye, start crying and say I've never been so happy."
"Well, tell her that. And then?",But she's not. She's merely the female with the largest clutch of eggs.,No. Tell her she's special.,Ask her to mate with me.,"OK, you're on a date. What's the first thing you do?","Hmm, this love intrigues me. Teach me to fake it."
No. Make up some feelings and tell her you have them. Yes?,Then mating.,"Well, tell her that. And then?",But she's not. She's merely the female with the largest clutch of eggs.,No. Tell her she's special.,Ask her to mate with me.
You're not even trying!,Is desire to mate a feeling?,No. Make up some feelings and tell her you have them. Yes?,Then mating.,"Well, tell her that. And then?",But she's not. She's merely the female with the largest clutch of eggs.
"OK, OK, don't worry. The love meister will take you under his wing.",It's all so complicated with the flowers and the romance and the lies upon lies.,You're not even trying!,Is desire to mate a feeling?,No. Make up some feelings and tell her you have them. Yes?,Then mating.
