response,context/0,context/1,context/2,context/3,context/4
"See you, Hedwig.",Dad's gonna kill me.,The caaaar!,"Scabbers, you're okay.","Come on, go! Fast!",I don't know.
So a house-elf shows up in my bedroom we can't get through the barrier to platform 93 4...,"See you, Hedwig.",Dad's gonna kill me.,The caaaar!,"Scabbers, you're okay.","Come on, go! Fast!"
we almost get killed by a tree...,So a house-elf shows up in my bedroom we can't get through the barrier to platform 93 4...,"See you, Hedwig.",Dad's gonna kill me.,The caaaar!,"Scabbers, you're okay."
Clearly someone doesn't want me here this year.,we almost get killed by a tree...,So a house-elf shows up in my bedroom we can't get through the barrier to platform 93 4...,"See you, Hedwig.",Dad's gonna kill me.,The caaaar!
Professor Dumbledore.,They are not.,As it is...,the both of you would be on the train home tonight.,"I assure you that were you in Slytherin, and your fate rested with me...",Silence.
Professor McGonagall.,Professor Dumbledore.,They are not.,As it is...,the both of you would be on the train home tonight.,"I assure you that were you in Slytherin, and your fate rested with me..."
You're doomed.,Say it. I'm doomed.,"Hello, Percy, Miss Clearwater.","Hello, Sir Nicolas.",There's Nearly Headless Nick.,Grasp your Mandrake and pull it up.
"Hi, Colin. Nice to meet you.",I'm Colin Creevey. I'm in Gryffindor too.,"Hi, Harry.",You're doomed.,Say it. I'm doomed.,"Hello, Percy, Miss Clearwater."
Stop. Hold still!,Get off me!,"Please, get me down!",You just stay there!,They're only pixies.,"Come on now, round them up, round them up!"
Malfoy?,You've got a new Seeker. Who?,"I, Professor Severus Snape, do hereby give the Slytherin team permission to practice today, owing to the need to train their new Seeker.",I smell trouble.,"Easy, Wood. I've got a note.",I booked the pitch for Gryffindor today.
"No, Colin, get out of the way.","Wow! Can you turn him around, Harry?",Say something.,"You okay, Ron?",Eat slugs!,"You'll pay for that one, Malfoy."
Let's take him to Hagrid's.,"No, Colin, get out of the way.","Wow! Can you turn him around, Harry?",Say something.,"You okay, Ron?",Eat slugs!
He'll know what to do.,Let's take him to Hagrid's.,"No, Colin, get out of the way.","Wow! Can you turn him around, Harry?",Say something.,"You okay, Ron?"
Malfoy. He called Hermione...,"Who was Ron trying to curse, anyway?",Better out than in.,Okay.,"Nothing to do but wait till it stops, I'm afraid.",This calls for a specialist's equipment.
"Well, I don't know exactly what it means.",Malfoy. He called Hermione...,"Who was Ron trying to curse, anyway?",Better out than in.,Okay.,"Nothing to do but wait till it stops, I'm afraid."
What's a Mudblood?,He did not.,He called me a Mudblood.,"Well, I don't know exactly what it means.",Malfoy. He called Hermione...,"Who was Ron trying to curse, anyway?"
That's horrible.,"See, the thing is, Harry, there are some wizards, like the Malfoy family...who think they're better than everyone else because they're pure-blood.",It's not a term one usually hears in civilized conversation.,Someone like me.,Someone with non-magic parents.,Mudblood's a foul name for someone who's Muggle-born.
Not really.,Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?,"Harry, Harry, Harry.",Don't you think on it for one minute.,"Don't you think on it, Hermione.",Come here.
What?,Come to me.,Come.,Remember that.,Celebrity is as celebrity does.,"Fame is a fickle friend, Harry."
That voice.,Sorry?,What?,Come to me.,Come.,Remember that.
Didn't you hear it?,Voice?,That voice.,Sorry?,What?,Come to me.
Spooky.,Spooky how the time flies when one is having fun.,We've been here nearly four hours.,Look at the time.,"And great Scott, no wonder.",I think you're getting a bit drowsy.
Did you hear it?,Harry!,Kill!,Kill!,Kill!,Let me kill you.
That voice.,Hear what?,Did you hear it?,Harry!,Kill!,Kill!
I heard it first in Lockhart's office.,Voice? What voice?,That voice.,Hear what?,Did you hear it?,Harry!
And then again just...,I heard it first in Lockhart's office.,Voice? What voice?,That voice.,Hear what?,Did you hear it?
It's moving.,It's time.,And then again just...,I heard it first in Lockhart's office.,Voice? What voice?,That voice.
I think it's going to kill.,It's moving.,It's time.,And then again just...,I heard it first in Lockhart's office.,Voice? What voice?
Strange.,"Harry, wait! Not so fast!",Kill?,I think it's going to kill.,It's moving.,It's time.
I've never seen spiders act like that.,Strange.,"Harry, wait! Not so fast!",Kill?,I think it's going to kill.,It's moving.
"Oh, no.",It's written in blood.,"Enemies of the Heir, beware.","The Chamber of Secrets has been opened. Enemies of the Heir, beware.",What's that?,I don't like spiders.
It's Filch's cat.,"Oh, no.",It's written in blood.,"Enemies of the Heir, beware.","The Chamber of Secrets has been opened. Enemies of the Heir, beware.",What's that?
It's Mrs. Norris.,It's Filch's cat.,"Oh, no.",It's written in blood.,"Enemies of the Heir, beware.","The Chamber of Secrets has been opened. Enemies of the Heir, beware."
No. No.,You've murdered my cat.,Mrs. Norris?,What are you...?,Potter?,"Go on. Make way, make way."
"It's not true, sir. I swear.",You saw what he wrote on the wall.,It's him that's done it.,Ask him.,"But how she has been Petrified, I cannot say.",I know exactly the countercurse that could've spared her.
I never touched Mrs. Norris.,"It's not true, sir. I swear.",You saw what he wrote on the wall.,It's him that's done it.,Ask him.,"But how she has been Petrified, I cannot say."
When I said I wasn't hungry.,"Yes, Miss Granger?",We'd just found him when he said...,"That's why Ron and I went looking for him, professor.","You see, Harry was helping me answer my fan mail.","I'm afraid that's my doing, Severus."
We were heading back to the common room when we found Mrs. Norris.,When I said I wasn't hungry.,"Yes, Miss Granger?",We'd just found him when he said...,"That's why Ron and I went looking for him, professor.","You see, Harry was helping me answer my fan mail."
Strange?,"It's a bit strange, isn't it?",And in the meantime I strongly recommend caution to all.,"When matured, a potion will be made which will revive Mrs. Norris.","As I understand it, Madam Sprout has a very healthy growth of Mandrake.","We will be able to cure her, Argus."
Do you think I should have told them?,and then Mrs. Norris turns up Petrified. It's just strange.,"You hear this voice, a voice only you can hear...",Strange?,"It's a bit strange, isn't it?",And in the meantime I strongly recommend caution to all.
"Dumbledore and the others, I mean?",Do you think I should have told them?,and then Mrs. Norris turns up Petrified. It's just strange.,"You hear this voice, a voice only you can hear...",Strange?,"It's a bit strange, isn't it?"
"If there really is a Chamber of Secrets, and it has been opened, that means...",All the teachers are.,McGonagall's worried.,Yes. Couldn't you tell?,Do you think there really is a Chamber of Secrets?,Do you think it's true?
"Maybe Ron's right, Hermione.","But Malfoy, the Heir of Slytherin?",I heard him.,"You'll be next, Mudbloods.",Of course. You heard him.,If you're talking about Malfoy...
"I mean, look at his family.","Maybe Ron's right, Hermione.","But Malfoy, the Heir of Slytherin?",I heard him.,"You'll be next, Mudbloods.",Of course. You heard him.
The whole lot of them have been in Slytherin for centuries.,"I mean, look at his family.","Maybe Ron's right, Hermione.","But Malfoy, the Heir of Slytherin?",I heard him.,"You'll be next, Mudbloods."
How long will it take to make?,I've never seen a more complicated potion.,But it's tricky.,Exactly.,Wicked! Malfoy will tell us anything.,Yes
A month?,A month.,How long will it take to make?,I've never seen a more complicated potion.,But it's tricky.,Exactly.
"But, Hermione,",A month?,A month.,How long will it take to make?,I've never seen a more complicated potion.,But it's tricky.
if Malfoy is the Heir of Slytherin he could attack half the Muggle-borns in the school by then.,"But, Hermione,",A month?,A month.,How long will it take to make?,I've never seen a more complicated potion.
"Wood, look out!","Watch yourself, Harry!","All right there, Scarhead?",Yeah! Yeah!,They lead Gryffindor 90 to 30.,Another goal for Slytherin!
Thank you.,Finite Incantatem!,Gryffindor wins!,Harry Potter has caught the Snitch.,Let's go.,"You'll never catch me, Potter."
No. I think my arm is broken.,Are you okay?,Thank you.,Finite Incantatem!,Gryffindor wins!,Harry Potter has caught the Snitch.
"No, Not you.",I will fix that arm of yours straight away.,"Not to worry, Harry.",No. I think my arm is broken.,Are you okay?,Thank you.
Dobby?,Hello.,Time to kill..,Kill. Kill.!!,Pumpkin juice?,What do you expect?
It was you.,Harry Potter should have gone back home when he missed the train.,Harry Potter should have listened to Dobby.,Dobby?,Hello.,Time to kill..
You stopped the barrier from letting Ron and me through.,It was you.,Harry Potter should have gone back home when he missed the train.,Harry Potter should have listened to Dobby.,Dobby?,Hello.
You nearly got Ron and me expelled.,"Indeed. Yes, sir.",You stopped the barrier from letting Ron and me through.,It was you.,Harry Potter should have gone back home when he missed the train.,Harry Potter should have listened to Dobby.
Your Bludger? You made that Bludger chase after me?,Dobby thought his Bludger would be enough to make Harry Potter see...,Harry Potter must go home.,At least you would be away from here.,You nearly got Ron and me expelled.,"Indeed. Yes, sir."
"You better clear off before my bones come back Dobby, or I might strangle you.",Dobby had to iron his hands.,"Dobby feels most aggrieved, sir.",Your Bludger? You made that Bludger chase after me?,Dobby thought his Bludger would be enough to make Harry Potter see...,Harry Potter must go home.
I don't suppose you could tell me why you're trying to kill me?,Dobby gets them five times a day at home.,"Dobby is used to death threats, sir.","You better clear off before my bones come back Dobby, or I might strangle you.",Dobby had to iron his hands.,"Dobby feels most aggrieved, sir."
"Why do you wear that thing, Dobby?","Of course, Dobby is still treated like vermin.","We house-elves were treated like vermin, sir.",Dobby remembers how it was before Harry Potter triumphed over He-Who-Must-Not-Be-Named.,Never kill you.,"Not kill you, sir."
Repeat itself? You mean this has happened before?,Harry Potter must not stay here...now that history is to repeat itself.,Terrible things are about to happen at Hogwarts.,Listen!,Listen.,Dobby can only be freed if his master presents him with clothes.
Stop it!,Bad Dobby! Bad!,Oahh! I shouldn't have said that.,Repeat itself? You mean this has happened before?,Harry Potter must not stay here...now that history is to repeat itself.,Terrible things are about to happen at Hogwarts.
"Stop it, Dobby!",Stop it!,Bad Dobby! Bad!,Oahh! I shouldn't have said that.,Repeat itself? You mean this has happened before?,Harry Potter must not stay here...now that history is to repeat itself.
Tell me Dobby when did this happen before?,"Stop it, Dobby!",Stop it!,Bad Dobby! Bad!,Oahh! I shouldn't have said that.,Repeat itself? You mean this has happened before?
Who's doing it now?,Tell me Dobby when did this happen before?,"Stop it, Dobby!",Stop it!,Bad Dobby! Bad!,Oahh! I shouldn't have said that.
"No, Dobby. Tell me.",Dobby only wants Harry Potter to be safe.,"Dobby cannot say, sir.",Who's doing it now?,Tell me Dobby when did this happen before?,"Stop it, Dobby!"
Who is it?,"No, Dobby. Tell me.",Dobby only wants Harry Potter to be safe.,"Dobby cannot say, sir.",Who's doing it now?,Tell me Dobby when did this happen before?
"Thank you, sir.","Good luck, Potter.","Malfoy, perhaps?",Might I suggest someone from my own house?,We'll be sending Potter to the hospital wing in a matchbox.,Weasley's wand causes devastation with the simplest spells.
You wish.,"Scared, Potter?",Wands at the ready.,"Thank you, sir.","Good luck, Potter.","Malfoy, perhaps?"
Rictusempra!,Everte Statum!,One. Two...,We don't want any accidents here.,On the count of three cast your charms to disarm your opponent. Only to disarm.,You wish.
I'm a what?,Why didn't you tell us?,You're a Parselmouth?,What are you playing at?,Vipera Evanesca.,Alarte Ascendare!
