response,context,context/0
It was everything we ever dreamed of when watching Donnie and Marie. She was a little bit country.,And then there was the time they scored the brother sister combo.,"Ah, public figure, confidentiality agreement. But I will say this: way more back hair than any guy who can afford laser hair removal should have."
"Help, I don't think he's breathing. Does anyone know mouth-to-mouth?",And Barney always returned the favor.,"What? I would never know, 'cause it is so hot that my eyes are melting. Oh, I can't see. Hey! You know, speaking of things that would look good wrapped around you, have you met my straight brother, Barney? Oh, he is fab--don't you go nowhere-- ulous. Okay?"
"Okay, great. How 'bout you instead?","Oh, my God, I do!","Help, I don't think he's breathing. Does anyone know mouth-to-mouth?"
"Oh, man, I am so excited that you're here! It has been forever since I have been around anyone even remotely fun. Uh, yes offense.","Okay, great. How 'bout you instead?","Oh, my God, I do!"
"Daddy's home! Yeah. All right, bro. What do you like? Guy in super tight black T? Super tight black guy? Guy who looks like Mr. T?","So that night, Barney got his wish. We all went out.",Testify!
I'm feeling lazy. How 'bout girl with the chocolatini?,"Mmm, yes, yes, and... talk to me after two martinis. Let's focus on you, my man.","Daddy's home! Yeah. All right, bro. What do you like? Guy in super tight black T? Super tight black guy? Guy who looks like Mr. T?"
- Let's ride.,"Oh... boom, back tattoo. Hero and the pig?",I'm feeling lazy. How 'bout girl with the chocolatini?
"- Hey! Hey! Her body art is not an invitation to grope her, it's an expression of her inner self. I'm sure, in many ways, she is the dolphin encircled by flowers.","- Get off me, you pig!","- Fo' 'sho. Damn baby, nice tramp stamp!"
- What? What?,- What? What?,"- Hey! Hey! Her body art is not an invitation to grope her, it's an expression of her inner self. I'm sure, in many ways, she is the dolphin encircled by flowers."
Let me know if he bothers you again.,Cool.,- What? What?
Sure. If it'll make you feel safer. I'm Barney.,Thanks. You should stay close... just in case.,Let me know if he bothers you again.
- Boiling hot.,- Break.,"Now, kids, when you're out at a noisy, crowded bar, you can always tell the difference between the singles and the couples. You just have to look for the signs."
Have you met my brother?,"- Hey! - Hi, how are ya?",Singles stay on their feet for maneuverability.
"Oh, hello. Have a drink.",Have you met my brother?,"- Hey! - Hi, how are ya?"
What's gonna kll me? What's going on?,This is gonna kll Barney.,"Oh, my God! He is in a couple."
"No. I mean, he's glowing from his peel, if that's what you mean.",B-Barney? Have you noticed anything...different about James?,What's gonna kll me? What's going on?
"That's ridiculous! Just because he's a little sleepy, and he hasn't had sx with anyone in a bathroom stall... He hasn't had sx with anyone in a bathroom stall.","We have reason to believe that James is, uh, maybe hiding something from you. I-I know you're not gonna like hearing this, but... Barney... your brother is...monogamous.","No. I mean, he's glowing from his peel, if that's what you mean."
"No, he... No! That... is impossible. Excuse... Excuse... Ex...","And, Barney... I hate to be the one to tell you this, but... he's texting.","That's ridiculous! Just because he's a little sleepy, and he hasn't had sx with anyone in a bathroom stall... He hasn't had sx with anyone in a bathroom stall."
Don't change the subject. Let me see your phone.,"Hey, bro.","No, he... No! That... is impossible. Excuse... Excuse... Ex..."
I just want to see your phone. Let me see your phone.,Why?,Don't change the subject. Let me see your phone.
I got... Who is this? And the answer better be: I don't remember his name.,"No, it's just a phone. It's just a phone! And it's got Internet access, and it's got a camera on it, and you can surf the Web and do the whole thing. It's so amazing how far technology has come. What kind of phone do you have?",I just want to see your phone. Let me see your phone.
I don't support this.,Hey.,That is Tom. And he's my fianc.
"Not gay marriage-- marriage! How can you do this?We were raised in the same house, with the same values!",Gay marriage?,I don't support this.
"Oh, God. Is that what you two do together? You sit around the house and talk about love? I think... I'm gonna be sick.","Believe me, I fought this for a long time. Come on, it's embarrassing. Look, this felt unnatural to me, too, at first. But I fell in love. And Tom and I realized you can't fight love.","Not gay marriage-- marriage! How can you do this?We were raised in the same house, with the same values!"
What? No way.,"Okay, okay, look,I need you to wrap your head around this, okay? Because it is happening. And I want you to be my best man.","Oh, God. Is that what you two do together? You sit around the house and talk about love? I think... I'm gonna be sick."
"Oh, it's a freaking epidemic.","Two beers, one shot.","Well, I'm sorry you feel that way. I hope you change your mind."
"Clam Bake. Staten Island. Who's in? Okay, I didn't have high hopes for that one. Okay, here's my thing. If gay guys start getting married, then suddenly the whole world's gonna be doing it. That's how it works. They start something, then six months later, everyone follows. Like now everyone gets manicures.",Yes.,"Oh, sweetie! Did you make that for me?"
"Okay, then like how... Like getting your chest waxed.",I don't get manicures.,"Clam Bake. Staten Island. Who's in? Okay, I didn't have high hopes for that one. Okay, here's my thing. If gay guys start getting married, then suddenly the whole world's gonna be doing it. That's how it works. They start something, then six months later, everyone follows. Like now everyone gets manicures."
"You know what I mean! Gay marriage is going to cause single life, as we know it, to die out. Think of how the American family will be strengthened.",You get your chest waxed?,"Okay, then like how... Like getting your chest waxed."
"No. It's always been me and him together, being awesome, while the rest of you walked two-by-two onto your ark of sexless boredom.","Barney, I'm sorry you're upset, but you got to suck it up and be a man about this.","You know what I mean! Gay marriage is going to cause single life, as we know it, to die out. Think of how the American family will be strengthened."
Yeah. Like things haven't changed with you people.,Just because James is getting married doesn't mean things are going to change.,"No. It's always been me and him together, being awesome, while the rest of you walked two-by-two onto your ark of sexless boredom."
"You're right, Ted. This is a cause for celebration. We need to take him out and celebrate the commitment he and Tom are about to make.","Look, my sister married a guy I didn't like. Sandals and socks--come on, buddy. But I took her out, we celebrated. It was the right thing to do. You got to support him.",Yeah. Like things haven't changed with you people.
"What? Yeah! See, that cage represents your commitment.",Yeah. This is where we're celebrating the commitment that Tom and I are about to make?,"You're right, Ted. This is a cause for celebration. We need to take him out and celebrate the commitment he and Tom are about to make."
Sounds like you really rocked that arts and crafts fair.,"And then Tom says to the dealer that the handmade Georgian clock has a chip on the corner. Blam, we get that puppy half price. What up?! Bam!",- Totally.
"And I cannot wait for you to meet my good friend... this guy. Excuse me, do you know anyone who would like to buy my incredibly muscular, fun, large-handed brother a drink?","Oh, yeah, oh, yeah. Hey, oh, my God. This is so liberating, being able to talk about this to you. I cannot wait for you to meet Tom.",Sounds like you really rocked that arts and crafts fair.
"Okay, I'm in. Which one am I?","Eh, eh, eh, let's focus on you, Barnaby. Okay. All right. I spy a group of women who have let their defenses down because they are in a gay club. You see that chick right there? She looks like she'd fall for sports agent and football player.","And I cannot wait for you to meet my good friend... this guy. Excuse me, do you know anyone who would like to buy my incredibly muscular, fun, large-handed brother a drink?"
