response,context/0,context/1,context/2,context/3,context/4
"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",What kinda stuff?,"Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff!","Great, now he's waving back.",Oh my God!  Stop looking in here!,"Look look! He's doing it again, the guy with the telescope!"
"Yeah, toast, oatmeal... nothing that spatters.",You cook naked?,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",What kinda stuff?,"Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff!","Great, now he's waving back."
Maybe she never got your message.,"Yes, it's working! Why isn't she calling me back?","Yeah.. uh, but for future reference, that thing in your hand can also be used as a phone.",Can I use your phone?,"I'm twelve, I'm not stupid.",What?!
He's back! The peeper's back!,Hell is filled with people like you.,Brrrrrrr!,"Oh, she wants to see me tomorrow...Oh, she sounded really weird, I gotta call Barry...  Hi, it's me, I just.. Mindy!! Mindy! Hi! No, I figured that's where you'd be!",So how's Mindy?,Oh God. Oh God. Oh God.
Get down!,He's back! The peeper's back!,Hell is filled with people like you.,Brrrrrrr!,"Oh, she wants to see me tomorrow...Oh, she sounded really weird, I gotta call Barry...  Hi, it's me, I just.. Mindy!! Mindy! Hi! No, I figured that's where you'd be!",So how's Mindy?
Yeah?,"Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss..","Relax. Y'know, she may not even know.","Thanks, but I gotta go to work and get my eyes scratched out by Mindy.",...And boogie!,Get down?
..Naughty!,"And now, y'know, I'm like... I'm like the other woman! I feel so..",Yeah?,"Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss..","Relax. Y'know, she may not even know.","Thanks, but I gotta go to work and get my eyes scratched out by Mindy."
"Oh, hold up, I'll walk out with you. Now, Rach, when she taught you to kiss, you were at camp, and.. were you wearing any kinda little uniform, or-  That's fine, yeah...","Right, I'll see you guys later...",..Naughty!,"And now, y'know, I'm like... I'm like the other woman! I feel so..",Yeah?,"Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss.."
Oh my.,"No me, I am so sorry...","Oh, I am so sorry.",Oh no.,Smell familiar?,What do you mean?
"Hey, you know our phone's not working?",Thanks.,"Ring dammit, ring!",Four letters: Circle or hoop.,Oh my.,"No me, I am so sorry..."
"I tried to call you from the coffee shop, and there was no answer.",What?!,"Hey, you know our phone's not working?",Thanks.,"Ring dammit, ring!",Four letters: Circle or hoop.
"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",Just like you told her you did!  ... Just pointing out the irony.,"I turned it off. Mother of God, I turned it off!","I tried to call you from the coffee shop, and there was no answer.",What?!,"Hey, you know our phone's not working?"
"Yeah, the number for a Sidney Marks, please.",Nngghhh!!!!!!!,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",Just like you told her you did!  ... Just pointing out the irony.,"I turned it off. Mother of God, I turned it off!","I tried to call you from the coffee shop, and there was no answer."
Sidney's a woman.,Rdtor.,Five letters.,Radiator.,Heating device.,"Yeah, the number for a Sidney Marks, please."
"Yeah. Yeah, so what?  Mostly free weights, but occasionally..",So she's a woman! So what?,Sidney's a woman.,Rdtor.,Five letters.,Radiator.
She says you looked very pretty the other day in the green dress.,Joey!!,"Yeah. Yeah, so what?  Mostly free weights, but occasionally..",So she's a woman! So what?,Sidney's a woman.,Rdtor.
"Yeah, she said you looked like Ingrid Bergman that day.",The green dress? Really?,She says you looked very pretty the other day in the green dress.,Joey!!,"Yeah. Yeah, so what?  Mostly free weights, but occasionally..",So she's a woman! So what?
Big day.,Aww...,"Yeah! Y'know, ever since I ran out on Barry at the wedding, I have wondered whether I made the right choice. And now I know.",Really?,Yeah.,You okay?
"All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat...",Big day.,Aww...,"Yeah! Y'know, ever since I ran out on Barry at the wedding, I have wondered whether I made the right choice. And now I know.",Really?,Yeah.
How could someone get a hold of your credit card number?,"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,... how needy is that?",You don't know?!,...I dunno.,Second date!,"Yeah, there you go!"
"No, still too ethnic. My agent thinks I should have a name that's more neutral.",How about Joey... Pepponi?,"This is so unfair! She's got everything I want, and she doesn't have my mother.",Nooo...,Do I go horseback riding in the park? Do I take classes at the New School?,"Oh, it's so late for 'Shall we'..."
"Plus, y'know, I think it should be Joe. Y'know, Joey makes me sound like I'm, I dunno, this big.  Which I'm not.",Joey... Switzerland?,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",How about Joey... Pepponi?,"This is so unfair! She's got everything I want, and she doesn't have my mother.",Nooo...
Stalin...Stalin...do I know that name? It sounds familiar.,Joe...Joe...Joe...Stalin?,"Plus, y'know, I think it should be Joe. Y'know, Joey makes me sound like I'm, I dunno, this big.  Which I'm not.",Joey... Switzerland?,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",How about Joey... Pepponi?
"Joe Stalin. Y'know, that's pretty good.","Well, it does not ring a bell with me...",Stalin...Stalin...do I know that name? It sounds familiar.,Joe...Joe...Joe...Stalin?,"Plus, y'know, I think it should be Joe. Y'know, Joey makes me sound like I'm, I dunno, this big.  Which I'm not.",Joey... Switzerland?
Joseph Stalin. I think you'd remember that!,Might wanna try Joseph.,"Joe Stalin. Y'know, that's pretty good.","Well, it does not ring a bell with me...",Stalin...Stalin...do I know that name? It sounds familiar.,Joe...Joe...Joe...Stalin?
Hey.,Hi.,"And we're dancing. A-five, six, seven, eight...","Um, Pennsylvania Dutch.",You're kidding! I-I spent three years in Amsterdam.,Yeah. It's Dutch.
Where've you been?,Hey.,Hi.,"And we're dancing. A-five, six, seven, eight...","Um, Pennsylvania Dutch.",You're kidding! I-I spent three years in Amsterdam.
Hey! He beat ya.,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,"She's not gonna make you wear one of those big plastic cones, is she?",At the vet.,Where've you been?,Hey.
"I can't believe it, Ross. This sucks!",I'm gonna have to give him up.,So what does this mean?,"She says as time goes on, he's gonna start getting agressive and violent.",Hey! He beat ya.,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.
Isn't there any way you can keep him?,"I know. I know. I mean, one day, he's this little thing, and before you know it, he's this little thing I can't get off my leg.","I don't get it, I mean, you just got him. How can he be an adult already?","I can't believe it, Ross. This sucks!",I'm gonna have to give him up.,So what does this mean?
How do you get a monkey into a zoo?,"No, no. The vet says unless he's in a place where he has regular access to some... monkey lovin,' he's just gonna get vicious. I've just gotta get him into a zoo.",Isn't there any way you can keep him?,"I know. I know. I mean, one day, he's this little thing, and before you know it, he's this little thing I can't get off my leg.","I don't get it, I mean, you just got him. How can he be an adult already?","I can't believe it, Ross. This sucks!"
Did you call the cops?,What?,"Hey. We found her, we found the girl.","Yeah, but that's like two blocks away from the beach. I mean, it's a total party zoo.","Well, we're applying to a lot of them. Naturally our first choice would be one of the bigger state zoos, y'know, like, uh, San Diego... right? But that might just be a pipe dream, because, y'know, he's out of state. Uh, my vet, uh, knows someone at Miami, so that's a possibility.","I know that one! ...No, that's Popes into a Volkswagen."
You know there already is a Joseph Stalin?,"Oh, somebody will.","Marcel! Marcel! Marcel, no! Good boy. See, how can nobody want him?",I'd say that chair's taking the brunt.,"That was like our safety zoo. They take like dogs and cows. See? I don't know who this is harder on, me or him.",Wow. Then I would definitely not recommend Mrs. Doubtfire.
Apparently he was this Russian dictator who slaughtered all these people. You'd think you would've known that!,You're kidding.,You know there already is a Joseph Stalin?,"Oh, somebody will.","Marcel! Marcel! Marcel, no! Good boy. See, how can nobody want him?",I'd say that chair's taking the brunt.
Phoebe. Whaddyou think a good stage name for me would be?,"Y'know, you'd think I would've.",Apparently he was this Russian dictator who slaughtered all these people. You'd think you would've known that!,You're kidding.,You know there already is a Joseph Stalin?,"Oh, somebody will."
"He- he- he got in, he- he got in to San Diego.","Well, if he's up against a jungle cat or an animal with horns, you've got to give the little guy something. Otherwise it's just cruel.",Why- why- why would he need a blade?,"How about a hammer, or a small blade?","He can hold a banana, if that's whatcha mean...","Uh, how is he at handling small objects?"
