episode,line,character
02x04,"Oh, well, that's too bad. I'm Anna, by the way.",Girl
02x04,Ted Mosby... Architect.,Barney
02x04,But none of that acclaim means anything compared to the joy of seeing the sun rise over your first building.,Barney
02x04,"Giddy-up, giddy-up, giddy-up!",Anna
02x04,"Dude, dude, what are you doing?",Marshall
02x04,Galloping.,Barney
02x04,"All right, you proved it. The whole Ted Mosby, architect thing works.",Marshall
02x04,Architects rule! Whoo-hoo.,Anna
02x04,"Aren't you afraid a certain somebody might find out about this? I mean, this isn't you, Ted.",Marshall
02x04,It is tonight.,Barney
02x04,"And that led to a couple of hours that I cannot, as a gentleman, divulge to you. We did it right here, and here and here.",Barney
02x04,But why would you use Ted's name?,Robin
02x04,I've had some recent bad press on the World Wide Web. So I'm taking a T.O. on the whole using my real name thing.,Barney
02x04,"Oh, this is great. It wasn't Ted. Everything's okay.",Lily
02x04,Everything isn't okay. Look at me. I'm acting crazy and jealous and paranoid.,Robin
02x04,This is how people act in relationships.,Lily
02x04,And that's why I avoid relationships.,Robin
02x04,"Well, guess what, I haven't been crazy or jealous or paranoid in months, and I really miss it.",Lily
02x04,"And thus ended this chapter of, Let's pour our hearts out in the bedroom of Barney's one-night stand. Come on, let's go before she gets out of the shower.",Barney
02x04,You're such a pig. You're not even going to say good-bye?,Robin
02x04,"I'll have you know I composed a lovely form letter for use in just such an occasion. Just fill out her name and then... Something with a A. A... A... I'll just put resident. Go, go, go, go.",Barney
02x04,Robin took a long walk that night. She thought about how opening yourself up to another person usually means opening yourself up to going a little crazy. She thought about how much easier it was just to be alone. And then she came to see me.,Ted from 2030
02x04,Hey.,Robin
02x04,Hey. What are you doing here?,Ted
02x04,"I brought donuts. And I don't want to brag, but they're filled with jelly.",Robin
02x04,"Thanks. So, uh... how was your night?",Ted
02x04,It was... fine. Nothing exciting. How was yours?,Robin
02x04,You really want to hear about boring architect stuff?,Ted
02x04,"Yes, I do. I'm sorry about earlier. To tell you the truth, I never even saw all of Field of Dreams. I fell asleep half way through.",Robin
02x04,What? The best part's the last 20 minutes.,Ted
02x04,"Well, maybe they should have moved that part up a little bit earlier, 'cause... You know what, um... What I'm trying to say is... I love being the person you bitch to. So how was your day, Mr. Architect?",Robin
02x04,"Oh, I like the way you say that. Hey, you want to see the building that will make every man in Spokane feel inadequate?",Ted
02x04,Obviously. Wow.,Robin
02x04,Yes.,Ted
02x04,"You know, you didn't mention all the foliage around the base. If you trim that back, the rest would look bigger.",Robin
02x04,"You don't have to tell me. And, um... just for fun, I've... I've sort of been working on my own idea of what I think the building should be. What do you think?",Ted
02x04,You know that time we went to Spokane and I pointed out that skyscraper? That was the first building I ever designed. And that night was the first time I showed anyone my first drawing of it.,Ted from 2030
02x04,"Wow. Ted, this is amazing.",Robin
02x04,Thanks. It's not like it will ever come to anything.,Ted
02x04,"I don't know. It might come to something. You know, girls find architects very hot.",Robin
02x04,"Okay, but I don't want you expecting 78 storeys or anything.",Ted
02x04,"Dear Resident... The time we spent together, however long it was, meant the world to me. I would love to see you again, but unfortunately, I cannot. You see, I am a ghost. I can't only materialize once every decade on the anniversary of my death. I chose to spend my one day among the living with you, sweet... Resident. Perhaps we will meet again in another decade, provided you keep your figure. Until then, all my love from the beyond. Barney.",Barney
02x04,Barney? Who the hell is Barney?,Anna
02x05,"Your Uncle Barney was always a bit of an enigma. In all the years we lived in new york, none of us had ever set foot in his apartment. Until one day, one of us did.",Ted 
02x05,Aaaaaaah!,Barney
02x05,Aaaaaaaaaaaaah!,Lily
02x05,"It's a pretty good story. And believe it or not, alcohol did not play a role. It all started two weeks earlier at Lily's housewarming.",Ted 
02x05,Welcome to my new home.,Lily
02x05,"Oh, wow, Lily, this is... Oh, this is all of it.",Ted
02x05,"Yeah,I know it's small, but it's got character. Thank you. And I am learning Lithuanian from my neighbors. They're great. They're always out there in the hall, you know, cooking and gambling and giving each other haircuts. It's nice.",Lily
02x05,"Hey,is that a toilet in your kitchen?",Ted
02x05,Or a stove in your bathroom?,Robin
02x05,"Oh, that's not just a stove. That's a stovenkerator: a combination of a stove, oven and sink and refrigerator. Stovenkerator. Isn't that futuristic?",Lily
02x05,"God,I hope not. Hey, cool murphy bed.",Ted
02x05,"It's kind of a mess. I didn't make my bed this morning, so...",Lily
02x05,Oh! You know what? I bet sleeping at this angle is good for you. For some reason.,Robin
02x05,"Hold on, I got it.",Ted
02x05,"That was something, something, I am going to something you like a something donkey.",Lily
02x05,Uh. Other cultures!,Robin
02x05,"Hey, let's break out the fruit basket. Hey, who ate all the...?  Aaaaaah!",Lily
02x05,"Okay, we have to get Lily out of that apartment. Her roommate is a raccoon.",Ted
02x05,"I'd offer her my place, but I've got dogs and she's allergic.",Robin
02x05,Dogs? I live with her ex-boyfriend. I think she's a little more allergic to that.,Ted
02x05,"What about your place, Barney? I know it's shrouded in mystery, but it's gotta have a couch.",Robin
02x05,The fortress of barnitude? No way.,Barney
02x05,Come on. She's desperate.,Robin
02x05,"Hmm, normally a prerequisite for the women I bring home, but... pass.",Barney
02x05,"One of you guys is very, very lucky because I have... A boom! An extra ticket to the Alanis Morissette concert. Who's in?",Marshall 
02x05,Absolutely not.,Robin
02x05,No.,Ted
02x05,"Damn! I got these tickets like months ago for me and Lily and now I can't find anyone to go with me. This is what I miss about being in a couple. I always had someone to go to concerts with, or farmer's market, or brunch. God, I miss brunch!",Marshall
02x05,"Well, I guess you could - well, you could try going to brunch alone.",Ted
02x05,"Oh, you don't think I've tried?",Marshall
02x05,Table for one.,Marshall
02x05,One... Couple?,Head waiter
02x05,"Um, no, just me.",Marshall
02x05,Really? For brunch?,Head waiter
02x05,You're right. Who am I kidding?,Marshall
02x05,"Oh, the Popover Pantry! That place is great. Can we go get brunch tomorrow?",Robin
02x05,"Of course, sweetie.",Ted
02x05,Can I go with you guys?,Marshall
02x05,Really? For brunch?,Ted
02x05,"God, I hate being single!",Marshall
02x05,Ted gave me your spare key.,Lily
02x05,Spare key! Brilliant!,Ted
02x05,"I'm sorry,but you know I'd only come here if I had no other choice. But earlier today, I was getting ready to go to sleep and...",Lily
02x05,"That's terrible. Well, see ya.",Barney
02x05,"Wait, can I stay here maybe?",Lily
02x05,"I'd let you, but I don't have any room.",Barney
02x05,You live in a two-bedroom apartment. You have one room just for your suits.,Lily
02x05,"Hey I'm at a point in my life where my suits are my family. Look around you Lily. You are in the heart of bachelor country, and as a woman, you are an illegal immigrant here. Now,you can try to apply for a sx visa, but that only lasts 12 hours. 14 if you qualify for multiple entry.",Barney
02x05,"Ewww!...Is something some lame, judgmental chick would say, but I say give me multiple high fives.",Lily
02x05,"Wow, you really are desperate.",Barney
02x05,I really am.,Lily
02x05,"Oh okay, you can stay here for two days. But I only have one rule. You can't change anything.",Barney
02x05,Why would I change anything? This place is... Perfect. Except for the fact that you don't have a TV.,Lily
02x05,"See that wall? 300-inch flat-screen. They only sell them in Japan, but I know a guy. Had to ship it over in a tugboat like freakin' King Kong.",Barney
02x05,It hurts my eyes.,Lily
02x05,Yeah. That doesn't go away.,Barney
02x05,"Hey, where have you been?",Ted
02x05,The Alanis Morissette concert.,Marshall
02x05,By yourself?,Ted
02x05,"No,actually I went with a friend from law school.",Marshall
02x05,"Oh,really? Who's this friend?",Robin
02x05,Brad.,Marshall
02x05,"Bro, Alanis Morissette rocks!",Brad
02x05,Totally! I can't believe I almost didn't come tonight.,Marshall
02x05,Let me guess: you bought the tickets for you and Lily right before she dumped you.,Brad
02x05,"Yeah, how'd you know?",Marshall
02x05,I just got dumped myself.,Brad
02x05,"What? Kara broke up with you? I'm sorry,man. That sucks. Brad,do you like brunch?",Marshall
02x05,You invited him to brunch?,Ted
02x05,"Yeah, I invited him to brunch. Why? Is that weird?",Marshall
02x05,Yes. That's why I was all you invited him to brunch?,Ted
02x05,Why can't two guys who are friends go to brunch?,Marshall
02x05,Because brunch is kind of...,Ted
02x05,Girly.,Robin
02x05,Girly? Breakfast isn't girly. Lunch isn't girly. What makes brunch girly?,Marshall
02x05,"I don't know. There's nothing girly about a horse, nothing girly about a horn, but put them together and you get a unicorn.",Ted
02x05,"I don't care what either of you say, I am going to the Popover Pantry with Brad. We're here. We're hungry. Get used to it, brunch.",Marshall
02x05,"Uhm, smells delicious.",Barney
02x05,"Thank you. There was no food in the fridge, so I picked up...  What are you doing?",Lily
02x05,"Lily, what was the first rule again?",Barney
02x05,Don't change anything?,Lily
02x05,And what was the second rule?,Barney
02x05,There was no second rule.,Lily
02x05,Exactly! There was only one rule and you broke it.,Barney
02x05,I bought groceries. That counts as changing something?,Lily
02x05,"Lily, if I wanted a fridge full of groceries or fresh coffee in the morning, I'd be in a relationship. But I don't want to be in a relationship. That's why I make it crystal-clear to every girl that walks through that door that this is not a place to leave a toothbrush. This is not a place to leave a contact lens case. This is a place to leave. Come on, 'll give you a tour. Uh, no flash photography please. Bienvenido to the bedroom. Dig this: King-sized bed, full-sized blanket, one pillow. Everything about this bed says our work here is done. Next we say bienvenue to the bathroom. What, only one towel? What, no hairdryer? You know where I keep that stuff? Your place. Beat it. And the coup de gracirc;ce... Yeah, that's right. Patent-pending. And wilkommen to the hallway. While guys like Ted and Marshall may hide their prn...",Barney
02x05,Marshall doesn't have prn.,Lily
02x05,"Aww, that's sweet. While guys like Ted and Marshall may hide their prn, I had mine professionally lit. Girls see this, they can't get out of here fast enough.",Barney
02x05,"And if that doesn't drive them away, there's always your life-sized storm-trooper.",Lily
02x05,"No,that's just awesome. So you see, whenever a girl wakes up here, I never have to tell her to go build her nest somewhere else. My apartment does it for me.",Barney
02x05,"God, I love brunch.",Marshall
02x05,"Oh, damn... The zucchini bread is ridonculous.",Brad
02x05,"This isn't weird, right?",Marshall
02x05,"I sort of thought it might be, but it totally isn't. Oh and btw, you totally did not oversell the eggs benny.",Brad
02x05,Right? Right?,Marshall
02x05,"I mean, why can't two single bros go out and rock brunch Sunday morning-style?",Brad
02x05,"Exactly. Thank you, that's exactly what I've been saying.",Marshall
02x05,This must be destiny.,Brad
02x05,What are you talking about?,Marshall
02x05,"I have two tickets for Mamma Mia! friday night. You like Abba, right? What am I saying?Who doesn't? Anyway, I was gonna take Kara, but now it's all you and me. We're gonna do Broadway, bro style. What do you say?",Brad
02x05,Yeah!,Marshall
02x05,Hey. Did the cold wake you?,Barney
02x05,"No,I've just been watching you sleep.",Girl
02x05,"Oh,did you try and take a shower? I'm sorry, I only have one clean towel.",Barney
02x05,I don't buy into the myth that we need to shower every day.,Girl
